y,t,g,Q
0.0,0.0,0.0485084131360054,0.0012249724240973592
0.0,0.0,0.04796168580651283,0.17145676910877228
0.0,0.0,0.015627261251211166,-0.0267502311617136
0.0,0.0,0.018582802265882492,0.07591766119003296
0.0,0.0,0.02465543895959854,0.004539371468126774
0.0,0.0,0.03378480300307274,-0.007447797805070877
0.0,0.0,0.044377610087394714,0.0009441734291613102
0.0,1.0,0.8151388168334961,0.026180872693657875
0.0,0.0,0.12540052831172943,-0.00404303940013051
0.0,1.0,0.8789346814155579,-0.0038050611037760973
0.0,1.0,0.890334963798523,0.02472705952823162
0.0,0.0,0.03451206907629967,0.04872070997953415
0.0,0.0,0.03127853199839592,-0.006455720867961645
0.0,0.0,0.040718305855989456,0.31413230299949646
0.0,0.0,0.02306404896080494,0.032961808145046234
0.0,1.0,0.9264626502990723,0.01824246346950531
0.0,0.0,0.026531819254159927,0.007145404350012541
0.0,0.0,0.014538489282131195,0.03675080090761185
0.0,0.0,0.009562194347381592,-0.014128453098237514
0.0,0.0,0.010735542513430119,-1.2752510883728974e-05
0.0,0.0,0.014543955214321613,-0.0036177928559482098
0.0,0.0,0.014795573428273201,0.004249745048582554
0.0,0.0,0.007757235784083605,-0.011087700724601746
0.0,1.0,0.8937988877296448,0.0037063676863908768
0.0,0.0,0.001459499471820891,-0.012904077768325806
0.0,1.0,0.8258153200149536,-0.040964365005493164
0.0,1.0,0.8407317399978638,0.00034629247966222465
0.0,0.0,0.001751942909322679,-0.0005471925833262503
1.0,0.0,0.013117726892232895,0.03474657982587814
0.0,0.0,0.007490514311939478,0.012725078500807285
0.0,0.0,0.2597874104976654,-0.019004574045538902
0.0,0.0,0.11375068873167038,-0.020821815356612206
0.0,0.0,0.0313512459397316,0.20502616465091705
0.0,0.0,0.12124443054199219,0.11817178130149841
0.0,1.0,0.41038036346435547,0.04776062071323395
0.0,1.0,0.01941048726439476,0.036904580891132355
1.0,0.0,0.02117648720741272,-0.018700094893574715
0.0,0.0,0.06845095753669739,-0.000850564450956881
0.0,1.0,0.10624974966049194,0.006513343658298254
0.0,0.0,0.04476121440529823,-0.0015487874625250697
0.0,0.0,0.032312583178281784,-0.004198976792395115
0.0,0.0,0.030928481370210648,0.08192252367734909
0.0,1.0,0.5770464539527893,0.005152630619704723
0.0,0.0,0.022718513384461403,-0.0010476845782250166
0.0,0.0,0.007072814740240574,0.09351274371147156
0.0,1.0,0.7217402458190918,-0.005044972524046898
0.0,1.0,0.6952399611473083,-0.001961274305358529
0.0,0.0,0.012597879394888878,0.0012920734006911516
0.0,0.0,0.023639971390366554,-0.004284696187824011
0.0,1.0,0.2537279725074768,0.0005983150913380086
0.0,0.0,0.05331221595406532,-0.005151128862053156
0.0,0.0,0.04636264592409134,-0.001694107661023736
0.0,0.0,0.006881600245833397,-0.03279076889157295
0.0,1.0,0.7089198231697083,0.021452641114592552
0.0,0.0,0.00945677887648344,0.004095850046724081
