y,t,g,Q
0.0,0.0,0.11428426951169968,0.004454240668565035
0.0,0.0,0.02644289657473564,0.20941491425037384
0.0,0.0,0.05296843871474266,-0.007141248323023319
0.0,0.0,0.04394562914967537,0.060105033218860626
0.0,0.0,0.04280920699238777,0.01668352633714676
0.0,0.0,0.11223296821117401,-0.003082660958170891
0.0,0.0,0.05493972823023796,0.003005766309797764
0.0,1.0,0.8683830499649048,0.015539259649813175
0.0,0.0,0.21950025856494904,-0.0061533632688224316
0.0,1.0,0.09785263985395432,-0.0038024031091481447
0.0,1.0,0.894344687461853,0.03625122457742691
0.0,0.0,0.056248344480991364,0.018332965672016144
0.0,0.0,0.13172250986099243,-0.008424068801105022
0.0,0.0,0.12225218117237091,0.0206532534211874
0.0,0.0,0.011549197137355804,0.003048261161893606
0.0,1.0,0.9822381138801575,0.023769253864884377
0.0,0.0,0.06563356518745422,0.006782449781894684
0.0,0.0,0.03159250319004059,0.057639241218566895
0.0,0.0,0.0052567217499017715,0.018479375168681145
0.0,0.0,0.03999340534210205,-0.004889604635536671
0.0,0.0,0.011058702133595943,0.0206353347748518
0.0,0.0,0.02881564199924469,-0.003120646346360445
0.0,0.0,0.003935700748115778,-0.02535647712647915
0.0,1.0,0.9039909839630127,-0.009298634715378284
0.0,0.0,0.002816207241266966,-0.020644502714276314
0.0,1.0,0.9395294189453125,-0.00853761751204729
0.0,1.0,0.9201849102973938,0.10266868770122528
0.0,0.0,0.005231292452663183,-0.007015344686806202
1.0,0.0,0.026259806007146835,-0.006743086501955986
0.0,0.0,0.0076769497245550156,0.007089146412909031
0.0,0.0,0.2451215386390686,-0.01882338710129261
0.0,0.0,0.015160623006522655,-0.018709683790802956
0.0,0.0,0.01664792001247406,0.13421867787837982
0.0,0.0,0.07772444188594818,-0.005770920310169458
0.0,1.0,0.8934566974639893,0.04680730402469635
0.0,1.0,0.02149677835404873,-0.012580513954162598
1.0,0.0,0.021533995866775513,0.0013049275148659945
0.0,0.0,0.09848105162382126,0.008632117882370949
0.0,1.0,0.2758117914199829,-0.01999097876250744
0.0,0.0,0.019391292706131935,-0.010192188434302807
0.0,0.0,0.028220176696777344,-0.01229498628526926
0.0,0.0,0.013059324584901333,0.12435559183359146
0.0,1.0,0.7611647844314575,0.05082441121339798
0.0,0.0,0.006677667610347271,-0.003635782515630126
0.0,0.0,0.047123461961746216,0.4269411861896515
0.0,1.0,0.2789594531059265,-0.007567427586764097
0.0,1.0,0.9848999977111816,-0.007160916458815336
0.0,0.0,0.06261248141527176,-0.025565147399902344
0.0,0.0,0.06032038480043411,-0.004324010107666254
0.0,1.0,0.41059795022010803,0.0006624053930863738
0.0,0.0,0.022290397435426712,-0.002903583226725459
0.0,0.0,0.019981207326054573,-0.01248682476580143
0.0,0.0,0.013787982985377312,-0.02028081752359867
0.0,1.0,0.9787319898605347,0.019737608730793
0.0,0.0,0.0037535426672548056,-0.000739668554160744
0.0,1.0,0.9546459913253784,-0.005724836140871048
0.0,0.0,0.08518817275762558,0.0021064516622573137
0.0,1.0,0.7057932615280151,-0.0054002124816179276
0.0,0.0,0.04307955503463745,0.07614221423864365
0.0,0.0,0.040923845022916794,-0.0023544966243207455
0.0,0.0,0.06153600662946701,0.003725903807207942
0.0,0.0,0.2351989597082138,0.0012271443847566843
0.0,1.0,0.34510722756385803,0.0005782671505585313
0.0,0.0,0.052398692816495895,-0.002045608824118972
0.0,0.0,0.05364363640546799,0.25734853744506836
0.0,0.0,0.03988506644964218,-0.000149628656799905
0.0,0.0,0.019369304180145264,-0.024333856999874115
0.0,0.0,0.005106110125780106,-0.002256694482639432
0.0,1.0,0.9441241025924683,0.02074027620255947
0.0,0.0,0.12604199349880219,0.022671954706311226
0.0,0.0,0.14580883085727692,0.15667591989040375
0.0,0.0,0.13384772837162018,-0.004283606074750423
0.0,0.0,0.014993627555668354,0.010435000993311405
0.0,0.0,0.09376741200685501,-0.011323864571750164
0.0,1.0,0.7277969121932983,0.0006494738627225161
0.0,0.0,0.03709902986884117,0.0002811521990224719
1.0,0.0,0.14630798995494843,0.02199777215719223
0.0,0.0,0.18528644740581512,0.22275365889072418
0.0,0.0,0.029561467468738556,-0.01043194904923439
0.0,1.0,0.043843116611242294,-0.0002184397162636742
0.0,0.0,0.10595355182886124,0.006249420344829559
0.0,0.0,0.10332288593053818,-0.0036743637174367905
0.0,0.0,0.031100478023290634,-0.006384898442775011
0.0,0.0,0.11156608909368515,-0.010652712546288967
0.0,0.0,0.06343130767345428,-0.00033472469658590853
0.0,0.0,0.05534634366631508,0.005823523737490177
0.0,0.0,0.07568430155515671,-0.0033783135004341602
0.0,0.0,0.029704706743359566,0.19588391482830048
0.0,0.0,0.0167988333851099,-0.0006459039286710322
0.0,0.0,0.04807068035006523,-0.0055231922306120396
0.0,0.0,0.03129614144563675,-0.002602244261652231
0.0,0.0,0.05199633538722992,-0.002168871695175767
0.0,1.0,0.8749823570251465,-0.0023995351511985064
0.0,0.0,0.14069703221321106,-0.0033554178662598133
0.0,1.0,0.952244758605957,0.010400507599115372
0.0,1.0,0.9566757082939148,-0.0012558565940707922
0.0,0.0,0.02403588965535164,-0.009631847031414509
0.0,0.0,0.09489504992961884,-0.05789969116449356
0.0,0.0,0.0991678237915039,-0.0004273966478649527
0.0,0.0,0.0371277816593647,0.0005373010062612593
0.0,1.0,0.9504943490028381,0.0031400900334119797
0.0,0.0,0.08115045726299286,-0.004032844211906195
0.0,0.0,0.02497461810708046,-0.05214753746986389
0.0,0.0,0.013850818388164043,-0.006003346294164658
0.0,0.0,0.022914055734872818,0.006943210959434509
0.0,0.0,0.009878348559141159,0.0059959497302770615
0.0,0.0,0.02275548130273819,-0.007551169488579035
0.0,0.0,0.007045834790915251,0.0006420841091312468
0.0,1.0,0.889154314994812,0.002509075915440917
0.0,0.0,0.0012374204816296697,0.005077945068478584
0.0,1.0,0.8834571838378906,0.007325237151235342
0.0,1.0,0.9195818901062012,0.0013947022380307317
0.0,0.0,0.004492897540330887,0.040501806885004044
0.0,0.0,0.02566007524728775,0.0013501211069524288
0.0,0.0,0.00309731368906796,0.0006524628843180835
0.0,0.0,0.01748507283627987,0.002205700147897005
0.0,0.0,0.052033308893442154,-0.019394492730498314
0.0,1.0,0.8323262333869934,-0.002383927349001169
0.0,0.0,0.021138887852430344,0.0006106924847699702
0.0,0.0,0.0026471952442079782,0.005398271605372429
0.0,1.0,0.9804774522781372,-0.008411888964474201
0.0,1.0,0.9363778233528137,-0.004901335574686527
0.0,0.0,0.0012291225139051676,0.0059320987202227116
0.0,0.0,0.015453806146979332,-0.0038926908746361732
0.0,0.0,0.32817357778549194,-0.002903052605688572
0.0,0.0,0.01804785430431366,0.00014362926594913006
0.0,0.0,0.02107432670891285,-0.00016687880270183086
0.0,0.0,0.01233246922492981,0.000543031666893512
0.0,1.0,0.9921615719795227,-0.0009395179804414511
0.0,0.0,0.011822810396552086,0.028126060962677002
0.0,1.0,0.9763778448104858,-1.1661111784633249e-05
0.0,0.0,0.03297941014170647,0.007980703376233578
0.0,1.0,0.08849014341831207,0.0067199659533798695
0.0,0.0,0.15682139992713928,0.006199573632329702
0.0,0.0,0.11440509557723999,-0.00753704784438014
0.0,0.0,0.12818773090839386,0.005755792837589979
0.0,0.0,0.12401668727397919,-0.01005125604569912
0.0,0.0,0.5463317632675171,0.010435204021632671
0.0,0.0,0.14991508424282074,-0.0016397209838032722
0.0,0.0,0.028818145394325256,-0.005176255013793707
0.0,0.0,0.04321906715631485,-0.010684189386665821
0.0,0.0,0.009713488630950451,-0.0027457703836262226
0.0,0.0,0.02414577081799507,-0.008786750957369804
0.0,1.0,0.9537496566772461,0.0012849419144913554
0.0,0.0,0.1323460191488266,-0.0013716985704377294
0.0,0.0,0.04885854572057724,-0.002670860383659601
0.0,0.0,0.16024057567119598,0.01368327159434557
0.0,0.0,0.043004270642995834,0.02002105675637722
0.0,0.0,0.08659477531909943,0.042922794818878174
0.0,0.0,0.9311992526054382,-0.007111804094165564
0.0,0.0,0.28916165232658386,-0.0009916798444464803
0.0,0.0,0.22474521398544312,0.25603774189949036
0.0,0.0,0.18810373544692993,-0.015200652182102203
0.0,0.0,0.07750667631626129,-0.0045181261375546455
0.0,1.0,0.18579818308353424,0.010784556157886982
0.0,0.0,0.24095213413238525,0.007413879968225956
0.0,1.0,0.09098552912473679,-0.0029022800736129284
0.0,1.0,0.20978613197803497,-0.0004048007249366492
0.0,1.0,0.2092873901128769,-0.0053186058066785336
0.0,0.0,0.5905743837356567,-0.0018719314830377698
0.0,1.0,0.38185739517211914,-0.006923863664269447
0.0,1.0,0.3313003182411194,-0.005352707114070654
0.0,1.0,0.10541120916604996,0.00242266315035522
0.0,1.0,0.1521870344877243,0.07184447348117828
0.0,1.0,0.09351746737957001,0.004590969532728195
0.0,0.0,0.3132250905036926,-0.0022055269218981266
0.0,0.0,0.2869390547275543,-0.002758089452981949
0.0,1.0,0.9823702573776245,0.0046476274728775024
0.0,1.0,0.6069687604904175,0.003613261738792062
0.0,1.0,0.9671586751937866,-0.004023571964353323
0.0,1.0,0.9873495697975159,0.0009148212848231196
0.0,0.0,0.16743861138820648,0.0005876813665963709
0.0,0.0,0.16531994938850403,-0.004197855480015278
0.0,0.0,0.04272174835205078,-0.0031326469033956528
0.0,0.0,0.09713167697191238,-0.008246227167546749
0.0,1.0,0.4788976013660431,0.0037361301947385073
0.0,0.0,0.24076469242572784,0.002395960967987776
0.0,0.0,0.0785946324467659,-0.0038509818259626627
0.0,0.0,0.04454220086336136,-0.002999129006639123
0.0,0.0,0.04132998734712601,0.0035839497577399015
0.0,0.0,0.06748484820127487,-0.004934527445584536
0.0,0.0,0.05184873566031456,0.0051945350132882595
0.0,0.0,0.021196488291025162,-0.005721727851778269
0.0,1.0,0.9151316285133362,0.003854206530377269
0.0,0.0,0.009464044123888016,-0.004781313240528107
0.0,1.0,0.9569708108901978,0.1023499146103859
0.0,1.0,0.9672980308532715,-0.004539201036095619
0.0,0.0,0.00641678087413311,0.07493140548467636
0.0,0.0,0.035366691648960114,0.0005944556323811412
0.0,0.0,0.011438013054430485,7.979384099598974e-05
0.0,0.0,0.03651091456413269,0.0004890747368335724
0.0,0.0,0.10911528021097183,-0.00015434043598361313
0.0,1.0,0.9066385626792908,-0.0018237604526802897
0.0,0.0,0.05077710375189781,-0.0010236427187919617
0.0,0.0,0.0029757129959762096,-0.005593076813966036
0.0,1.0,0.9864283204078674,-0.0009870465146377683
0.0,1.0,0.9788346290588379,-0.004116054158657789
0.0,0.0,0.0068679070100188255,0.0012212955625727773
0.0,0.0,0.03263406455516815,0.007472139783203602
0.0,1.0,0.7578758597373962,-0.0004236689128447324
0.0,0.0,0.08386455476284027,-0.0009144479990936816
0.0,0.0,0.043327994644641876,-0.008102692663669586
0.0,0.0,0.0012331793550401926,-0.0020044869743287563
0.0,0.0,0.2760692536830902,-0.029899470508098602
0.0,0.0,0.006780233234167099,0.5581926107406616
1.0,0.0,0.031309377402067184,-0.013261253945529461
0.0,0.0,0.012556793168187141,-0.004830983001738787
0.0,0.0,0.12402478605508804,0.001978144282475114
0.0,0.0,0.00281245238147676,-0.0011038867523893714
0.0,0.0,0.01338559202849865,0.32244059443473816
0.0,0.0,0.005514705553650856,-0.002237729262560606
0.0,0.0,0.007668835110962391,-0.025967072695493698
0.0,0.0,0.023996034637093544,0.0020272191613912582
0.0,0.0,0.017367061227560043,-0.0040971809066832066
0.0,0.0,0.06534048914909363,-0.0007257245597429574
0.0,0.0,0.018764574080705643,0.010925195179879665
0.0,0.0,0.00682132737711072,0.39598071575164795
0.0,0.0,0.003241135273128748,0.002847332274541259
0.0,1.0,0.28643599152565,-0.006526273209601641
0.0,0.0,0.005197278689593077,-0.0029225677717477083
0.0,0.0,0.0035068143624812365,0.0020527057349681854
0.0,0.0,0.0018829564796760678,0.0011603457387536764
0.0,0.0,0.030584324151277542,0.003112122183665633
0.0,0.0,0.004386870190501213,0.007542848587036133
0.0,0.0,0.10256356745958328,-0.002252055797725916
0.0,0.0,0.0033769330475479364,-0.0054602124728262424
0.0,0.0,0.0032420135103166103,-0.005434317514300346
0.0,0.0,0.021313320845365524,-0.004100295715034008
0.0,0.0,0.028336813673377037,-0.0010431179543957114
0.0,0.0,0.04505790024995804,-0.048574529588222504
0.0,0.0,0.019145328551530838,-0.0005950931226834655
0.0,0.0,0.0776321142911911,-0.005713790655136108
0.0,0.0,0.0066866627894341946,0.0018316484056413174
0.0,0.0,0.007178472355008125,0.0004140256205573678
0.0,0.0,0.037241753190755844,-0.005015952978283167
0.0,0.0,0.003642877098172903,0.0032964074052870274
0.0,0.0,0.002856194507330656,-0.0014289530226960778
0.0,0.0,0.0155216995626688,-0.003358801594004035
0.0,0.0,0.01262805238366127,-0.0002967930631712079
0.0,0.0,0.017558250576257706,-0.003119945991784334
0.0,0.0,0.036558959633111954,-0.0010720958234742284
0.0,0.0,0.0040231430903077126,-0.018740586936473846
0.0,0.0,0.33285462856292725,-0.0014085340080782771
0.0,0.0,0.03251679241657257,-0.0018975858110934496
